,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,None,Other (please specify)
3941,United States of America,35-39,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
3942,Italy,30-34,,True,True,True,True,False,False,False,False,False,False,True,False,True,False,
3943,United States of America,35-39,,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
3944,United Kingdom,20-24,"$40,000 - $60,000",False,True,True,True,False,False,True,True,False,False,False,False,True,False,
3945,Germany,25-29,Student / Unemployed,True,False,True,True,False,False,False,True,False,False,False,False,True,False,
3946,United Kingdom,25-29,Rather not say,False,False,False,True,False,False,False,True,True,False,False,False,False,False,VB6
3947,United States of America,30-34,"$100,000 - $120,000",False,True,False,False,False,False,False,True,True,True,False,False,False,False,GW-BASIC
3948,Other Europe,35-39,"$40,000 - $60,000",True,False,False,False,True,False,False,True,False,True,True,False,False,False,
3949,South America,35-39,"$60,000 - $80,000",True,True,True,True,False,False,False,True,False,True,True,True,False,False,
3950,Russia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3951,United States of America,< 20,Student / Unemployed,True,True,False,True,True,False,False,False,False,True,True,True,False,False,
3952,Russia,20-24,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
3953,South America,25-29,"$20,000 - $40,000",False,True,True,True,False,False,False,True,True,False,False,False,True,False,
3954,United States of America,20-24,"$20,000 - $40,000",False,True,True,False,False,False,True,True,True,False,True,False,False,False,Delphi
3955,United States of America,20-24,"$20,000 - $40,000",False,False,True,True,True,False,True,True,False,False,False,False,False,False,
3956,India,25-29,"$20,000 - $40,000",True,True,True,True,False,True,True,True,False,True,True,False,True,False,
3957,United Kingdom,25-29,"$80,000 - $100,000",False,True,False,False,False,False,False,False,True,False,False,False,True,False,
3958,Other Europe,40-50,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,Delphi
3959,Other Europe,35-39,"$100,000 - $120,000",False,True,False,False,True,False,False,False,False,False,False,False,False,False,
3960,India,20-24,Rather not say,True,False,False,False,False,True,False,False,False,False,False,False,False,False,
3961,United States of America,40-50,Rather not say,False,False,True,False,False,False,False,False,True,False,False,False,True,False,
3962,United Kingdom,30-34,">$140,000",True,True,True,True,True,False,False,True,True,False,False,True,False,False,"vb, vba"
3963,Other Europe,20-24,"<$20,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
3964,India,25-29,"<$20,000",False,True,True,True,False,False,False,False,False,True,False,False,False,False,
3965,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3966,Canada,40-50,"$120,000 - $140,000",False,True,True,True,True,True,False,True,False,False,False,False,True,False,
3967,United Kingdom,20-24,"$20,000 - $40,000",False,True,False,False,False,False,False,False,True,False,False,False,False,False,
3968,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,"Learning C/C++, donno if I'm proficient yet."
3969,United Kingdom,20-24,"$20,000 - $40,000",False,True,True,True,False,True,False,True,True,True,False,False,True,False,
3970,United Kingdom,20-24,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
3971,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3972,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3973,United Kingdom,30-34,">$140,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
3974,Netherlands,35-39,"$100,000 - $120,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,VBA! F# Excel
3975,Other Europe,20-24,"$20,000 - $40,000",True,True,True,True,False,False,False,True,False,False,False,False,True,False,
3976,United States of America,51-60,"$100,000 - $120,000",True,True,True,False,True,False,False,True,True,False,True,False,False,False,
3977,South America,30-34,"$60,000 - $80,000",True,True,True,True,False,False,False,True,True,False,True,False,False,False,
3978,United States of America,25-29,"$120,000 - $140,000",False,True,False,False,False,False,False,True,True,True,True,False,False,False,
3979,France,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3980,India,25-29,"<$20,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
3981,United Kingdom,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3982,Other Europe,30-34,Rather not say,False,True,False,False,True,False,False,False,False,True,True,False,False,False,
3983,United Kingdom,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,True,False,False,True,False,False,
3984,United Kingdom,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3985,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,False,False,False,
3986,United States of America,40-50,"$120,000 - $140,000",False,False,False,False,False,True,False,False,True,False,False,False,False,False,
3987,Other Europe,30-34,"$60,000 - $80,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
3988,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3989,Russia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
3990,Other Europe,20-24,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
3991,Other Europe,30-34,"$20,000 - $40,000",True,False,False,True,True,False,False,True,False,False,False,False,False,False,
3992,Other Europe,25-29,Rather not say,False,False,False,True,False,False,False,True,False,True,True,False,False,False,
3993,Australasia,20-24,"$40,000 - $60,000",False,True,True,True,False,False,True,True,False,False,False,False,True,False,
3994,South America,30-34,"$20,000 - $40,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
3995,United Kingdom,25-29,"$80,000 - $100,000",True,True,True,False,True,False,False,True,False,False,False,True,True,False,
3996,United States of America,25-29,"$80,000 - $100,000",False,True,True,True,False,False,False,False,True,False,False,False,False,False,Powershell
3997,Australia,25-29,"$60,000 - $80,000",True,True,False,True,False,True,False,True,True,True,True,False,False,False,
3998,Australia,25-29,"$60,000 - $80,000",True,True,True,False,False,True,False,True,False,True,True,False,False,False,
3999,United Kingdom,30-34,"$40,000 - $60,000",True,False,False,False,True,False,False,True,True,False,False,False,False,False,
4000,United States of America,25-29,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4001,Germany,30-34,,True,False,False,False,False,False,False,True,True,True,False,False,False,False,
4002,Other Europe,25-29,"<$20,000",False,True,True,False,True,False,False,False,True,False,True,False,False,False,
4003,Other Europe,25-29,"<$20,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4004,United States of America,40-50,"$80,000 - $100,000",False,True,False,False,False,True,False,True,False,False,True,False,False,False,
4005,United States of America,30-34,Rather not say,False,True,False,False,False,False,False,False,True,False,False,False,False,False,
4006,Other Europe,25-29,"<$20,000",False,True,True,True,True,False,False,False,True,False,False,False,False,False,
4007,United Kingdom,35-39,"$120,000 - $140,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4008,United States of America,25-29,,True,True,True,False,True,False,False,True,True,True,True,False,False,False,
4009,Germany,35-39,"$40,000 - $60,000",False,False,False,False,False,True,False,False,True,True,True,False,False,False,
4010,Other Europe,20-24,Rather not say,False,False,False,False,True,False,False,False,True,False,False,False,False,False,
4011,United Kingdom,30-34,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4012,Other Europe,30-34,,True,True,True,True,False,False,False,True,False,False,True,False,True,False,
4013,United States of America,30-34,"$60,000 - $80,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
4014,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4015,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4016,Africa,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4017,France,30-34,"$40,000 - $60,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
4018,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4019,United States of America,30-34,"$80,000 - $100,000",False,False,True,False,False,False,False,True,True,True,False,False,False,False,
4020,United Kingdom,30-34,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,True,True,False,False,False,
4021,Other Europe,35-39,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,True,False,False,False,False,
4022,Other Europe,51-60,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,False,False,False,False,
4023,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4024,Netherlands,25-29,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,
4025,Canada,25-29,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,False,True,False,False,False,
4026,United Kingdom,40-50,">$140,000",False,True,False,False,False,False,False,False,False,False,True,False,False,False,
4027,Other Europe,20-24,Rather not say,False,False,False,False,False,False,False,False,False,True,True,False,False,False,
4028,India,20-24,Rather not say,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
4029,Other Europe,25-29,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,True,True,False,False,False,Haskell
4030,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4031,France,25-29,"$60,000 - $80,000",True,False,False,False,False,False,False,False,True,False,False,False,False,False,
4032,Central America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4033,United States of America,20-24,"<$20,000",False,True,True,True,True,False,False,True,False,False,False,False,True,False,
4034,Italy,25-29,"$20,000 - $40,000",True,True,True,False,False,False,False,True,False,False,True,False,False,False,
4035,Germany,35-39,"$60,000 - $80,000",True,False,False,False,False,False,False,False,True,True,False,False,False,False,
4036,United States of America,< 20,Student / Unemployed,False,True,True,False,False,False,False,False,True,False,False,False,False,False,Vb.net
4037,Other Europe,30-34,Rather not say,True,True,True,False,False,False,True,True,False,False,False,False,True,False,
4038,India,25-29,"<$20,000",True,False,False,False,False,False,False,False,False,False,True,False,False,False,
4039,United Kingdom,35-39,"$20,000 - $40,000",True,True,False,False,False,False,False,True,True,False,False,False,False,False,
4040,United Kingdom,40-50,"$100,000 - $120,000",False,True,False,False,False,False,False,True,True,True,False,True,False,False,
4041,Other Europe,20-24,"<$20,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4042,Canada,20-24,,False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4043,Italy,25-29,"<$20,000",True,False,True,True,False,False,False,True,True,False,False,False,True,False,
4044,France,20-24,Rather not say,False,True,True,True,False,False,False,True,False,False,False,True,True,False,
4045,India,20-24,"<$20,000",False,False,False,False,False,False,False,False,False,True,True,False,False,False,Assembly
4046,India,25-29,"$20,000 - $40,000",True,True,False,False,False,False,True,True,False,False,True,False,False,False,
4047,Other Europe,30-34,"$40,000 - $60,000",False,True,True,True,True,False,False,True,False,False,False,False,True,False,
4048,Other Europe,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
4049,India,25-29,"<$20,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
4050,India,25-29,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
4051,United Kingdom,35-39,"$40,000 - $60,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4052,United Kingdom,30-34,"$60,000 - $80,000",False,True,True,True,False,False,False,True,True,True,False,True,False,False,VB
4053,United Kingdom,40-50,Rather not say,False,False,False,False,False,False,False,True,True,True,True,False,False,False,xaml
4054,Germany,30-34,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4055,United Kingdom,20-24,"$20,000 - $40,000",True,False,False,False,False,False,False,False,True,False,False,False,False,False,
4056,Australia,40-50,,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4057,United Kingdom,25-29,Rather not say,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4058,United Kingdom,20-24,Rather not say,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
4059,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4060,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4061,Russia,25-29,"$20,000 - $40,000",True,True,False,False,True,False,False,True,False,False,False,False,False,False,
4062,Other Europe,25-29,"<$20,000",True,True,True,False,False,False,False,False,False,False,False,False,False,False,
4063,India,20-24,"$100,000 - $120,000",True,False,False,False,False,False,False,True,False,True,True,False,False,False,
4064,United States of America,51-60,">$140,000",False,False,True,False,True,False,False,False,False,True,True,True,False,False,
4065,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4066,Bangladesh,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4067,Russia,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
4068,Other Europe,20-24,"$40,000 - $60,000",True,True,True,True,True,False,False,True,False,False,False,False,True,False,Haskell
4069,United Kingdom,35-39,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4070,Italy,25-29,"$20,000 - $40,000",False,True,True,True,True,False,False,True,False,False,True,True,False,False,
4071,Other Asia,40-50,"$40,000 - $60,000",True,True,True,True,False,False,False,True,False,False,False,True,False,False,
4072,France,30-34,Rather not say,True,False,False,True,False,True,False,False,False,False,True,True,False,False,
4073,Other Europe,25-29,"<$20,000",False,False,False,True,False,False,False,True,False,False,False,False,False,False,
4074,United Kingdom,25-29,Rather not say,True,True,True,False,False,False,False,True,True,True,False,False,False,False,HTML xslt
4075,United Kingdom,40-50,Rather not say,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"bash, BASIC"
4076,Other Europe,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4077,Other Europe,25-29,"<$20,000",True,True,True,True,False,False,True,True,False,False,False,False,True,False,"Groovy (GRAILS framework), HQL"
4078,United Kingdom,30-34,"$80,000 - $100,000",False,False,True,False,False,False,False,True,True,False,False,False,False,False,VB.Net
4079,United Kingdom,30-34,"$20,000 - $40,000",False,True,True,False,False,True,True,True,False,False,True,False,True,False,
4080,Other Europe,20-24,"<$20,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4081,Other Europe,20-24,"<$20,000",True,False,False,False,False,False,False,True,True,False,False,False,True,False,
4082,Other Europe,25-29,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4083,India,20-24,"<$20,000",True,False,False,True,False,False,False,True,False,False,False,False,False,False,
4084,United Kingdom,35-39,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4085,Other Europe,20-24,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4086,Other Europe,20-24,"<$20,000",False,True,True,True,False,True,False,False,False,False,False,False,False,False,
4087,Africa,25-29,"$40,000 - $60,000",True,True,True,True,False,False,False,True,False,False,True,True,False,False,
4088,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4089,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4090,Other Europe,25-29,"<$20,000",True,False,True,True,False,False,False,True,False,False,True,False,False,False,
4091,Germany,25-29,Rather not say,True,True,False,True,False,True,False,True,False,False,False,False,False,False,
4092,Other Europe,20-24,Rather not say,True,False,False,False,False,False,False,False,True,False,False,False,False,False,
4093,United Kingdom,20-24,Rather not say,False,True,True,True,False,False,False,True,False,False,False,False,False,False,
4094,Germany,25-29,Rather not say,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
4095,Other Europe,30-34,Rather not say,True,False,False,False,False,True,False,True,True,True,True,False,False,False,
4096,United Kingdom,20-24,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,
4097,Other Europe,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,True,True,False,False,False,
4098,Other Europe,30-34,"$20,000 - $40,000",True,True,True,False,False,False,False,True,False,False,False,False,True,False,
4099,Netherlands,20-24,"$20,000 - $40,000",True,True,True,True,False,False,False,True,False,False,False,False,True,False,ActionScript 3
4100,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4101,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4102,Germany,20-24,"<$20,000",True,True,True,True,False,False,False,True,True,False,False,False,True,False,
4103,Other Europe,25-29,"$20,000 - $40,000",True,False,False,False,False,False,True,True,False,False,False,False,False,False,
4104,Other Europe,25-29,"<$20,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
4105,Africa,25-29,"<$20,000",False,False,False,False,False,False,False,False,True,True,True,False,False,False,
4106,Netherlands,30-34,"$40,000 - $60,000",True,True,False,False,True,False,True,True,True,False,False,False,False,False,
4107,Other Europe,25-29,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4108,South America,30-34,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4109,United Kingdom,< 20,Rather not say,False,False,False,False,False,False,False,True,True,False,True,False,False,False,
4110,United States of America,35-39,"$80,000 - $100,000",False,True,True,True,False,False,False,False,False,False,False,False,False,False,
4111,Other Europe,30-34,"<$20,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4112,India,25-29,Rather not say,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Android
4113,Africa,20-24,"<$20,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4114,Italy,30-34,"<$20,000",True,False,False,False,False,False,False,False,True,False,False,False,False,False,ActionScript 2
4115,South America,20-24,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4116,United Kingdom,25-29,"$80,000 - $100,000",False,True,True,False,True,False,True,True,True,True,True,False,False,False,
4117,Other Europe,35-39,"$60,000 - $80,000",True,True,True,False,False,True,False,True,True,True,True,False,False,False,
4118,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4119,Netherlands,20-24,Student / Unemployed,False,True,True,True,False,False,False,True,False,False,False,False,False,False,
4120,India,25-29,,True,True,False,False,False,True,False,True,False,True,True,False,True,False,
4121,Other Europe,25-29,"<$20,000",False,True,True,False,False,False,False,False,True,False,False,False,True,False,
4122,India,25-29,"<$20,000",False,True,True,True,False,False,True,False,False,False,False,False,True,False,
4123,United Kingdom,20-24,"$40,000 - $60,000",False,False,False,False,False,True,True,False,False,False,True,False,False,False,
4124,Other Europe,25-29,"$40,000 - $60,000",True,True,True,True,True,True,False,True,True,False,True,False,True,False,
4125,Other Europe,30-34,Rather not say,True,True,True,True,True,False,False,True,True,False,False,False,False,False,
4126,United Kingdom,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4127,Other Europe,30-34,"$40,000 - $60,000",False,True,False,True,False,False,False,False,False,False,False,False,False,False,
4128,India,30-34,Rather not say,False,False,False,False,False,False,False,False,False,True,True,False,False,False,
4129,Other Europe,35-39,Rather not say,True,True,False,True,False,False,False,True,False,False,False,False,False,False,
4130,Other Europe,20-24,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Scala
4131,United Kingdom,25-29,"$20,000 - $40,000",True,True,True,False,False,False,False,True,True,False,False,False,False,False,
4132,Netherlands,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,True,False,True,False,False,False,
4133,Netherlands,25-29,"$20,000 - $40,000",False,False,True,True,False,True,False,True,False,False,False,False,True,False,
4134,Other Europe,20-24,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,True,False,False,False,False,
4135,Germany,20-24,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,False,True,False,
4136,United Kingdom,25-29,"$40,000 - $60,000",False,False,True,True,True,False,False,False,False,False,False,False,True,False,
4137,Other Europe,25-29,Rather not say,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4138,United Kingdom,25-29,"$60,000 - $80,000",False,True,False,False,False,False,False,False,True,False,False,False,False,False,
4139,Other Europe,20-24,"$40,000 - $60,000",True,True,True,False,False,False,False,True,True,True,True,False,True,False,
4140,Australasia,30-34,"$120,000 - $140,000",False,True,True,False,False,False,False,True,True,True,False,False,False,False,
4141,India,20-24,"<$20,000",False,False,False,False,False,False,False,True,True,True,False,True,False,False,
4142,Netherlands,35-39,"<$20,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4143,United Kingdom,30-34,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,True,True,True,False,False,
4144,Other Europe,30-34,"<$20,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4145,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4146,Russia,30-34,"<$20,000",False,True,True,True,True,False,False,True,False,False,False,True,True,False,
4147,Germany,20-24,Rather not say,True,False,False,False,False,False,False,True,False,True,False,False,False,False,
4148,United Kingdom,30-34,,False,False,False,False,True,False,False,False,False,True,True,False,False,False,
4149,Netherlands,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
4150,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4151,Canada,25-29,"<$20,000",True,True,True,False,False,False,False,True,False,False,True,False,True,False,
4152,Africa,20-24,Rather not say,False,True,False,False,False,False,False,True,False,False,False,False,True,False,Erlang/OTP
4153,Germany,30-34,"$20,000 - $40,000",True,False,False,False,False,False,False,True,True,True,True,True,False,False,
4154,Australia,< 20,Rather not say,True,False,True,True,False,False,False,True,True,False,False,False,True,False,
4155,Other Europe,25-29,"$100,000 - $120,000",False,True,False,True,False,True,False,True,True,True,True,False,False,False,lua
4156,India,20-24,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,
4157,Other Asia,30-34,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4158,Other Europe,30-34,"$100,000 - $120,000",False,True,False,True,False,False,True,True,False,False,False,False,False,False,
4159,Other Europe,20-24,Rather not say,False,True,True,True,False,True,False,True,True,False,False,False,True,False,
4160,Other Europe,30-34,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4161,Other Asia,20-24,"<$20,000",True,True,False,False,False,False,False,True,False,False,False,False,False,False,
4162,Other Europe,25-29,Rather not say,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
4163,Other Asia,25-29,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4164,United States of America,< 20,"<$20,000",False,True,True,False,False,False,True,False,False,False,False,False,True,False,
4165,Other Europe,25-29,Rather not say,True,True,True,True,False,False,False,True,True,True,True,False,True,False,AU3
4166,Other Europe,25-29,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4167,Other Europe,30-34,Rather not say,False,True,True,True,False,True,False,True,True,False,True,False,True,False,
4168,France,25-29,"$60,000 - $80,000",False,True,True,True,False,False,False,False,True,True,True,False,True,False,Delphi
4169,Australia,25-29,"$60,000 - $80,000",True,True,True,True,False,False,False,True,True,True,True,False,True,False,
4170,Russia,25-29,Rather not say,True,False,True,True,False,False,False,True,False,True,True,False,True,False,
4171,India,20-24,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4172,Other Asia,< 20,Rather not say,True,False,False,False,True,False,False,True,False,False,False,False,False,False,
4173,Germany,20-24,"<$20,000",True,True,True,True,True,False,False,True,True,True,True,True,True,False,
4174,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4175,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4176,Other Europe,51-60,Rather not say,False,True,True,False,False,False,False,True,True,False,True,False,True,False,VB6
4177,Other Europe,25-29,Rather not say,False,True,True,True,False,False,False,True,True,False,False,False,False,False,
4178,Other Asia,25-29,"$120,000 - $140,000",False,True,True,False,True,True,True,True,False,False,False,False,True,False,
4179,Other Europe,25-29,"$20,000 - $40,000",False,True,False,False,False,False,False,False,True,False,False,False,False,False,
4180,Bangladesh,25-29,"<$20,000",True,True,False,True,False,False,False,False,False,False,False,False,False,False,
4181,United Kingdom,35-39,,False,True,False,False,False,False,False,True,True,False,False,False,True,False,
4182,India,20-24,Rather not say,False,False,False,False,False,False,False,False,False,False,False,False,False,False,VB
4183,Other Europe,25-29,"<$20,000",False,True,False,False,False,False,False,False,True,False,False,False,True,False,
4184,Russia,20-24,"<$20,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4185,Australia,< 20,Student / Unemployed,False,True,True,True,False,True,False,True,True,True,True,False,True,False,
4186,United States of America,25-29,"$120,000 - $140,000",True,True,True,True,False,True,False,True,True,True,False,True,True,False,
4187,India,25-29,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4188,Other Asia,20-24,"<$20,000",False,True,True,False,True,False,True,False,False,False,False,False,False,False,
4189,Other Asia,25-29,"<$20,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4190,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4191,Italy,20-24,"$20,000 - $40,000",True,False,False,True,False,False,False,True,False,True,False,False,False,False,
4192,Other Europe,25-29,"$60,000 - $80,000",True,True,True,False,False,False,False,True,False,False,False,False,False,False,
4193,Other Europe,25-29,"<$20,000",False,False,False,True,False,False,False,True,False,False,False,False,True,False,
4194,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4195,India,25-29,Rather not say,False,True,False,True,False,False,False,False,False,False,False,False,True,False,
4196,Russia,25-29,Rather not say,False,True,True,False,True,False,False,True,False,False,False,False,False,False,
4197,Other Europe,30-34,"$40,000 - $60,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4198,Australasia,< 20,Student / Unemployed,False,True,True,True,True,True,False,False,False,False,False,False,True,False,
4199,Other Europe,30-34,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
4200,United States of America,20-24,"$20,000 - $40,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
4201,France,25-29,"<$20,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4202,India,20-24,"$20,000 - $40,000",True,True,True,True,True,False,False,True,False,False,False,False,True,False,"clojure, flex, actionscript, coffeescript"
4203,Australasia,25-29,"$60,000 - $80,000",False,True,True,True,False,False,False,True,False,True,True,False,True,False,
4204,Other Europe,30-34,Rather not say,False,False,False,False,True,False,False,True,True,True,True,False,False,False,Delphi
4205,United States of America,20-24,Rather not say,False,False,True,False,False,False,False,False,True,False,False,False,False,False,
4206,India,20-24,Student / Unemployed,True,True,False,True,False,False,False,False,True,False,False,False,False,False,
4207,Canada,30-34,Rather not say,True,True,True,True,False,False,False,True,False,False,False,False,True,False,
4208,Germany,30-34,Rather not say,True,True,True,True,False,False,False,False,False,True,True,True,True,False,
4209,Other Europe,< 20,"<$20,000",False,True,False,False,False,False,False,False,True,False,False,False,True,False,
4210,Other Europe,30-34,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4211,Other Asia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4212,Other Asia,20-24,Student / Unemployed,False,False,True,True,False,False,False,True,True,True,False,False,True,False,
4213,South America,25-29,"$80,000 - $100,000",False,True,False,True,False,True,False,False,True,True,False,False,False,False,
4214,India,20-24,Rather not say,False,False,False,False,False,True,False,False,False,False,False,False,False,False,
4215,India,25-29,Rather not say,False,True,True,False,False,False,True,True,True,False,False,False,False,False,mongodb
4216,India,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,True,True,False,False,False,
4217,Australasia,30-34,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,False,False,
4218,India,25-29,"<$20,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,
4219,United States of America,40-50,"$80,000 - $100,000",False,True,True,True,False,False,False,True,True,False,False,False,False,False,
4220,Australia,30-34,Rather not say,False,True,True,True,False,False,False,True,True,False,False,False,True,False,
4221,United States of America,25-29,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,VB
4222,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
