,Country,Age,Income,C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
4355,United States,United States,">$140,000",True,False,False,True,True,True,True,False,True,True,True,"MongoDB, Rails, Chef, Bash, Redis, AWS"
4356,India,India,Rather not say,True,True,True,True,True,False,False,False,False,False,True,
4357,India,India,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
4358,India,India,"<$20,000",False,False,False,False,True,False,False,False,False,True,False,
4359,Switzerland,Switzerland,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,False,False,
4360,United States,United States,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,True,
4361,Australia,Australia,Rather not say,False,False,False,False,False,False,True,False,False,False,False,
4362,Singapore,Singapore,"$60,000 - $80,000",True,True,False,False,False,False,False,False,True,False,False,
4363,United States,United States,"$80,000 - $100,000",False,False,False,True,True,False,False,False,False,False,False,"Groovy, CoffeeScript"
4364,United States,United States,"$100,000 - $120,000",False,False,True,False,True,True,True,False,False,False,True,
4365,Malaysia,Malaysia,Student / Unemployed,False,True,True,True,False,False,False,False,True,False,False,Go
4366,India,India,Rather not say,False,False,False,True,True,True,False,True,False,False,True,
4367,India,India,Rather not say,True,True,False,True,False,False,False,False,False,False,False,
4368,India,India,"<$20,000",False,False,False,False,False,False,True,True,False,False,True,
4369,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4370,Russia,Russia,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,True,F#
4371,Australia,Australia,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,VB.NET
4372,Singapore,Singapore,"$20,000 - $40,000",True,True,False,False,True,False,False,False,True,True,False,
4373,India,India,Rather not say,False,False,False,True,False,False,False,False,False,False,True,
4374,Australia,Australia,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4375,Canada,Canada,"$40,000 - $60,000",False,False,True,False,True,False,False,True,False,False,False,
4376,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,True,False,False,False,
4377,Germany,Germany,"<$20,000",False,False,False,False,True,False,False,True,False,False,True,
4378,United States,United States,">$140,000",True,True,False,False,False,False,False,False,True,False,False,
4379,India,India,,False,False,False,False,True,False,False,False,True,False,False,
4380,Germany,Germany,Student / Unemployed,False,True,False,False,True,False,False,False,True,False,False,
4381,India,India,Rather not say,False,False,False,True,False,False,False,False,False,False,True,"Android,Servlet"
4382,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,True,False,True,glsl
4383,India,India,Rather not say,False,False,False,True,True,False,False,False,False,False,True,
4384,Australia,Australia,,False,False,False,False,False,False,False,False,False,False,False,
4385,United States,United States,,False,False,True,False,True,False,False,True,False,False,True,
4386,India,India,"<$20,000",False,False,False,False,False,False,False,False,False,False,True,
4387,India,India,"<$20,000",True,False,False,False,False,False,False,False,False,False,False,
4388,India,India,Rather not say,False,False,False,False,True,False,False,True,False,False,False,
4389,India,India,"<$20,000",True,False,False,True,True,False,False,False,False,False,False,
4390,India,India,"<$20,000",False,False,False,False,False,False,True,False,False,False,False,
4391,Australia,Australia,,True,True,False,False,False,False,True,False,True,False,False,Perl
4392,India,India,"$20,000 - $40,000",True,True,False,True,False,False,True,False,False,False,False,
4393,Australia,Australia,"$40,000 - $60,000",True,False,True,True,False,False,False,False,False,False,True,
4394,United States,United States,Student / Unemployed,True,False,False,False,True,True,True,True,False,False,False,
4395,United States,United States,"$80,000 - $100,000",False,False,False,True,True,False,False,False,True,False,True,
4396,United States,United States,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
4397,India,India,Rather not say,False,False,False,False,True,False,False,True,False,False,False,"HTML,CSS,JQuery"
4398,Australia,Australia,">$140,000",False,False,True,False,True,False,False,True,False,False,True,
4399,India,India,"<$20,000",True,False,False,True,True,False,False,False,False,False,True,
4400,India,India,"<$20,000",False,False,True,False,True,False,False,False,False,False,True,"asp.net,mysql"
4401,Japan,Japan,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,False,False,
4402,India,India,"<$20,000",True,True,True,True,False,False,False,False,True,False,False,
4403,Sri Lanka,Sri Lanka,"<$20,000",False,False,True,False,True,False,False,False,False,False,True,
4404,Vietnam,Vietnam,"<$20,000",False,False,False,True,True,True,False,False,False,False,False,
4405,Australia,Australia,"$80,000 - $100,000",False,True,False,True,True,False,False,False,False,False,False,
4406,United States,United States,"<$20,000",False,False,False,True,True,False,False,True,False,False,True,
4407,Pakistan,Pakistan,Rather not say,False,False,True,False,True,False,False,False,False,True,True,
4408,India,India,,True,False,False,True,False,False,False,False,False,False,False,
4409,Nigeria,Nigeria,Rather not say,False,False,False,False,False,False,False,True,False,False,False,
4410,Canada,Canada,Rather not say,True,False,False,False,True,True,False,False,True,False,False,
4411,India,India,Rather not say,True,False,True,True,True,False,False,False,False,False,True,
4412,Jordan,Jordan,Student / Unemployed,True,True,True,True,True,False,False,False,True,False,False,MATLAB
4413,Vietnam,Vietnam,"<$20,000",True,True,False,True,False,False,False,False,False,False,False,
4414,United States,United States,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4415,United States,United States,"$100,000 - $120,000",False,False,False,False,True,False,False,True,False,False,False,
4416,Indonesia,Indonesia,"<$20,000",False,False,True,False,True,False,False,True,False,False,True,
4417,United States,United States,"$40,000 - $60,000",False,False,True,True,True,False,True,False,False,False,False,
4418,Vietnam,Vietnam,Rather not say,False,False,False,True,False,False,True,False,False,False,False,
4419,Brazil,Brazil,Rather not say,False,False,False,False,True,True,False,True,False,False,True,
4420,United States,United States,"$80,000 - $100,000",True,False,False,False,False,False,False,False,True,False,False,x86
4421,Chile,Chile,"$20,000 - $40,000",False,False,True,False,False,False,False,False,False,False,False,
4422,Taiwan,Taiwan,"<$20,000",False,True,False,False,False,False,False,False,False,False,False,
4423,Canada,Canada,Student / Unemployed,True,True,False,False,False,False,True,False,False,False,False,
4424,India,India,Rather not say,True,True,False,True,False,False,True,False,False,False,True,
4425,Australia,Australia,">$140,000",False,False,True,False,True,False,False,False,False,False,True,
4426,United Kingdom,United Kingdom,Rather not say,False,True,False,False,False,False,False,False,False,False,False,
4427,United States,United States,"$60,000 - $80,000",False,False,False,False,True,False,False,True,False,True,True,
4428,United States,United States,"$80,000 - $100,000",True,False,False,False,False,False,False,False,True,False,False,"Perl, MATLAB/Simulink"
4429,United States,United States,">$140,000",False,False,False,False,False,False,False,False,False,False,False,
4430,United States,United States,Rather not say,False,False,False,True,True,False,False,False,False,False,True,
4431,India,India,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4432,Australia,Australia,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,R
4433,Australia,Australia,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4434,Myanmar [Burma],Myanmar [Burma],,False,False,False,True,True,False,False,False,False,False,True,
4435,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,
4436,United States,United States,"$60,000 - $80,000",True,True,False,False,False,False,True,False,False,False,False,
4437,Canada,Canada,,False,False,False,True,True,False,False,False,False,False,True,
4438,United States,United States,Student / Unemployed,False,False,True,True,True,False,False,False,False,True,False,
4439,Australia,Australia,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4440,Philippines,Philippines,Rather not say,False,False,False,True,True,True,True,True,False,False,True,
4441,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4442,Canada,Canada,Rather not say,False,True,False,False,False,False,False,False,False,False,False,
4443,Slovakia,Slovakia,,False,False,False,False,False,False,False,True,False,False,True,
4444,Argentina,Argentina,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
4445,Taiwan,Taiwan,"$20,000 - $40,000",False,False,False,False,True,False,False,True,False,False,True,
4446,Singapore,Singapore,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,
4447,France,France,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,False,Scala
4448,Australia,Australia,"$60,000 - $80,000",False,True,False,True,True,False,False,False,True,False,True,
4449,Brazil,Brazil,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,
4450,South Korea,South Korea,Rather not say,True,True,False,False,False,False,False,True,False,False,False,
4451,Philippines,Philippines,"<$20,000",False,True,False,False,False,False,True,True,False,False,True,
4452,United States,United States,"$80,000 - $100,000",True,False,True,False,False,False,False,False,False,False,False,"VBA, FORTRAN"
4453,Philippines,Philippines,,False,False,False,False,False,False,False,False,False,False,False,
4454,Mexico,Mexico,Student / Unemployed,False,True,True,False,True,False,False,True,False,False,True,
4455,Greece,Greece,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,True,
4456,Canada,Canada,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
4457,Australia,Australia,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,False,True,
4458,Japan,Japan,Rather not say,False,False,True,False,True,False,False,False,False,False,False,"ActionScript 3.0, Haxe"
4459,Australia,Australia,"$80,000 - $100,000",False,False,True,False,True,False,False,True,False,False,True,
4460,India,India,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,livecode
4461,United States,United States,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,fortran
4462,United States,United States,Student / Unemployed,False,False,False,False,False,True,True,True,False,False,False,
4463,Singapore,Singapore,Rather not say,False,False,False,False,True,True,False,False,True,False,False,
4464,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,
4465,Sri Lanka,Sri Lanka,"<$20,000",False,False,True,False,True,False,False,False,False,False,True,
4466,Canada,Canada,"$60,000 - $80,000",True,False,True,True,True,False,True,True,True,True,True,
4467,Sweden,Sweden,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,False,
4468,Philippines,Philippines,Student / Unemployed,True,False,False,True,True,False,False,True,False,False,True,CodeIgniter
4469,United States,United States,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,True,False,
4470,Poland,Poland,Rather not say,False,False,False,False,True,True,False,True,True,False,True,
4471,United States,United States,Student / Unemployed,False,True,False,False,True,False,True,True,True,False,False,
4472,Romania,Romania,,False,False,False,True,True,False,False,False,False,True,False,
4473,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,True,True,False,
4474,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,False,False,True,False,
4475,United States,United States,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,
4476,United States,United States,"$40,000 - $60,000",False,True,False,False,True,True,False,True,False,False,False,
4477,United States,United States,Student / Unemployed,False,False,False,True,True,False,False,True,False,False,True,
4478,Taiwan,Taiwan,"$120,000 - $140,000",True,True,True,True,True,True,True,True,True,True,True,
4479,United States,United States,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,True,
4480,United States,United States,"<$20,000",False,False,False,True,False,False,False,False,True,False,False,
4481,United Kingdom,United Kingdom,Rather not say,True,True,False,False,True,False,True,False,True,False,False,
4482,Germany,Germany,Rather not say,False,True,False,False,True,True,False,True,True,False,True,
4483,Australia,Australia,Student / Unemployed,False,False,False,True,True,False,False,True,False,False,True,
4484,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4485,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4486,United States,United States,">$140,000",False,False,True,False,True,True,False,True,False,False,True,
4487,United States,United States,,False,False,False,True,True,True,False,False,True,True,True,
4488,Italy,Italy,"$20,000 - $40,000",True,True,False,False,False,False,False,False,True,False,False,
4489,Canada,Canada,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4490,China,China,"<$20,000",False,False,False,False,False,False,False,False,False,False,True,Erlang
4491,Australia,Australia,"$80,000 - $100,000",False,False,False,True,True,False,False,False,False,False,True,
4492,United States,United States,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,True,F#
4493,United States,United States,">$140,000",False,True,False,True,True,False,False,False,False,False,False,
4494,United Kingdom,United Kingdom,"$120,000 - $140,000",False,False,False,True,True,False,False,False,True,False,True,Go
4495,United States,United States,"$120,000 - $140,000",False,False,True,False,True,False,False,False,False,False,True,
4496,United States,United States,Student / Unemployed,False,True,True,True,True,False,False,True,True,True,False,"LUA, Visual Basic"
4497,United States,United States,"$120,000 - $140,000",False,False,True,False,True,False,False,False,True,True,False,
4498,United States,United States,"$100,000 - $120,000",False,False,False,False,True,True,False,True,False,False,False,
4499,China,China,"<$20,000",False,False,False,False,True,False,False,True,False,False,True,
4500,Switzerland,Switzerland,"$60,000 - $80,000",True,True,True,True,False,False,False,False,True,False,True,
4501,Russia,Russia,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,True,True,
4502,United States,United States,">$140,000",False,False,False,True,True,False,False,False,False,False,False,Progress 4GL
4503,United States,United States,"$120,000 - $140,000",False,False,False,False,False,False,False,False,False,False,False,
4504,Netherlands,Netherlands,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,False,glsl
4505,Israel,Israel,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4506,Philippines,Philippines,Rather not say,False,False,False,False,False,False,True,False,False,False,False,
4507,Algeria,Algeria,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4508,United States,United States,"$120,000 - $140,000",False,False,False,False,False,False,False,False,False,False,False,
4509,United States,United States,"$60,000 - $80,000",False,False,True,False,True,True,False,True,False,False,False,
4510,United States,United States,">$140,000",True,True,False,False,True,True,True,False,False,False,False,
4511,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
4512,Canada,Canada,Student / Unemployed,False,False,True,False,True,False,False,True,False,False,True,
4513,Brazil,Brazil,"$20,000 - $40,000",False,False,False,True,True,False,True,False,True,False,False,
4514,United States,United States,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,True,True,ColdFusion
4515,United States,United States,Rather not say,False,True,False,False,True,True,True,True,False,True,True,
4516,United States,United States,"$100,000 - $120,000",False,False,True,True,True,False,True,False,False,False,True,Delphi
4517,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,False,False,
4518,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,False,False,False,False,
4519,New Zealand,New Zealand,,False,False,False,True,False,False,False,False,False,False,True,
4520,Japan,Japan,,False,False,False,False,False,False,False,False,False,False,False,
4521,United States,United States,"$40,000 - $60,000",True,False,True,False,True,False,False,False,False,True,True,
4522,Israel,Israel,Rather not say,False,False,True,False,True,False,False,True,False,False,True,
4523,United Kingdom,United Kingdom,"$120,000 - $140,000",True,False,False,True,False,False,False,False,False,False,False,"Groovy, Spark"
4524,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4525,New Zealand,New Zealand,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
4526,United States,United States,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,True,
4527,United States,United States,Student / Unemployed,False,True,True,True,True,False,False,False,False,False,False,
4528,Canada,Canada,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,True,
4529,Canada,Canada,"$120,000 - $140,000",False,False,False,False,True,False,False,False,False,True,True,
4530,Spain,Spain,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,False,True,vb.net
4531,Iran,Iran,Rather not say,False,False,False,False,True,False,False,True,False,False,True,
4532,Australia,Australia,"$40,000 - $60,000",False,False,False,True,True,False,False,True,False,False,True,
4533,United States,United States,"$100,000 - $120,000",True,False,True,False,True,False,False,False,False,False,True,
4534,United States,United States,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,False,False,
4535,United States,United States,"$100,000 - $120,000",True,False,False,True,True,False,False,False,False,True,True,scala
4536,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4537,United States,United States,"$20,000 - $40,000",False,False,False,False,False,False,False,False,True,False,True,
4538,United States,United States,Rather not say,False,True,False,False,True,False,False,False,True,False,False,
4539,Brazil,Brazil,Student / Unemployed,False,False,True,False,True,False,False,True,False,False,True,
4540,Serbia,Serbia,Student / Unemployed,False,False,False,False,True,False,False,True,True,False,True,
4541,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,True,
4542,Philippines,Philippines,Rather not say,True,True,False,True,False,False,True,False,False,False,False,
4543,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4544,United Kingdom,United Kingdom,"$100,000 - $120,000",False,False,False,True,True,False,False,False,False,False,True,
4545,United Kingdom,United Kingdom,Rather not say,False,False,False,False,False,False,False,True,False,False,True,
4546,United States,United States,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
4547,Romania,Romania,Rather not say,False,True,False,True,False,False,False,False,False,False,False,
4548,Italy,Italy,"<$20,000",False,False,False,False,True,False,False,False,False,False,False,
4549,United Kingdom,United Kingdom,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,Game Maker
4550,United States,United States,,False,False,True,True,True,False,False,True,False,False,True,
4551,United States,United States,"$80,000 - $100,000",True,False,False,False,True,False,True,False,False,True,True,
4552,Australia,Australia,"$20,000 - $40,000",False,True,False,True,True,False,False,False,True,False,False,
4553,El Salvador,El Salvador,Student / Unemployed,False,True,False,False,True,False,False,True,False,False,True,
4554,United States,United States,"$80,000 - $100,000",False,False,False,True,True,False,False,False,False,False,True,Scala
4555,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,
4556,France,France,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,True,
4557,Canada,Canada,Student / Unemployed,True,True,False,False,False,False,False,False,True,False,False,Haskell
4558,United States,United States,"$60,000 - $80,000",False,False,False,True,True,True,False,False,True,False,False,
4559,United States,United States,"$60,000 - $80,000",False,False,True,True,True,True,False,True,True,True,True,
4560,United States,United States,"$60,000 - $80,000",False,False,True,True,True,False,False,True,False,False,True,
4561,Iran,Iran,,False,False,True,True,False,False,False,False,False,False,False,
4562,United States,United States,Rather not say,False,False,False,False,True,False,False,False,False,False,False,
4563,Romania,Romania,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,
4564,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,True,True,False,False,
4565,United States,United States,"$60,000 - $80,000",False,False,False,False,True,True,False,True,False,False,True,
4566,United States,United States,Rather not say,False,False,False,False,False,False,True,False,False,False,False,
4567,United States,United States,"<$20,000",False,False,False,False,True,False,False,True,False,False,False,
4568,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4569,Bosnia and Herzegovina,Bosnia and Herzegovina,,False,False,False,False,False,False,False,False,False,False,False,
4570,United Kingdom,United Kingdom,"$60,000 - $80,000",True,False,True,False,True,True,False,True,False,False,True,
4571,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4572,Turkey,Turkey,Rather not say,False,False,False,True,False,False,False,False,False,False,True,
4573,Kazakhstan,Kazakhstan,">$140,000",False,False,False,False,False,False,False,False,False,False,False,
4574,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,True,False,True,False,False,
4575,United States,United States,">$140,000",False,False,False,False,False,False,False,False,False,False,False,�������Brending
4576,United States,United States,">$140,000",False,True,True,False,True,True,True,False,False,False,False,
4577,Bulgaria,Bulgaria,"$80,000 - $100,000",False,False,False,True,True,True,False,False,True,False,True,
4578,Greece,Greece,Student / Unemployed,True,False,False,True,False,False,False,True,True,False,True,
4579,Australia,Australia,">$140,000",False,False,False,False,False,False,False,False,False,False,False,
4580,United States,United States,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,True,
4581,United States,United States,"$20,000 - $40,000",False,False,False,False,True,False,False,True,True,False,True,
4582,Poland,Poland,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
4583,Australia,Australia,Rather not say,False,False,False,False,True,False,False,False,False,False,True,ColdFusion
4584,Italy,Italy,Rather not say,False,False,False,False,False,False,False,True,False,False,True,perl
4585,United States,United States,Student / Unemployed,False,False,False,False,True,True,False,False,False,False,False,Meteor
4586,Russia,Russia,"$20,000 - $40,000",False,False,False,False,True,False,False,False,True,True,False,bash
4587,Germany,Germany,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
4588,United States,United States,Student / Unemployed,False,False,True,True,False,False,True,True,True,False,False,
4589,Canada,Canada,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,VBA
4590,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4591,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,
4592,United States,United States,Student / Unemployed,False,False,False,True,True,False,True,True,False,False,False,
4593,Czech Republic,Czech Republic,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4594,United States,United States,"$40,000 - $60,000",False,False,True,True,True,False,False,False,True,False,False,
4595,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4596,United Kingdom,United Kingdom,Rather not say,True,True,False,False,False,False,True,False,False,False,False,"Lisp, SML"
4597,Mexico,Mexico,"$40,000 - $60,000",False,False,False,False,True,False,False,True,False,False,False,
4598,Canada,Canada,Student / Unemployed,True,False,False,True,False,False,False,True,True,False,True,"web2py, worpress, lisp, FP,"
4599,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,True,False,False,False,False,
4600,United States,United States,Rather not say,True,True,False,True,True,False,False,False,False,False,False,
4601,Ukraine,Ukraine,,False,False,False,False,False,False,False,False,False,False,False,
4602,New Zealand,New Zealand,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,False,"HTML, CSS, R"
4603,United States,United States,">$140,000",False,False,False,False,True,False,False,False,True,False,False,
4604,United States,United States,Rather not say,False,False,True,False,False,False,False,False,True,False,True,
4605,United States,United States,Student / Unemployed,True,False,False,True,False,False,False,False,True,False,False,
4606,Canada,Canada,Rather not say,False,False,True,False,False,False,False,False,False,False,True,
4607,United States,United States,,False,False,False,True,True,False,False,False,False,False,False,
4608,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4609,Argentina,Argentina,Student / Unemployed,False,False,False,False,True,True,False,True,False,False,True,
4610,United States,United States,"$80,000 - $100,000",False,False,False,False,True,True,False,True,False,True,False,
4611,Portugal,Portugal,"$20,000 - $40,000",False,True,False,True,False,False,False,False,False,False,False,
4612,Belgium,Belgium,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4613,United States,United States,"$60,000 - $80,000",False,True,False,False,False,False,False,False,False,False,False,
4614,Canada,Canada,Rather not say,False,False,False,True,False,False,False,False,False,False,False,
4615,Mexico,Mexico,Rather not say,False,False,False,False,False,False,True,False,False,False,False,
4616,United States,United States,">$140,000",False,False,True,False,False,False,False,False,False,False,False,
4617,United States,United States,Student / Unemployed,False,False,True,True,False,False,False,False,False,False,False,Python
4618,Switzerland,Switzerland,"$80,000 - $100,000",False,True,True,False,False,False,True,False,False,False,True,COM
4619,Ukraine,Ukraine,"<$20,000",False,False,False,False,True,False,False,False,True,False,False,
4620,Slovakia,Slovakia,"<$20,000",True,False,False,False,False,False,False,False,False,False,False,autoit
4621,Romania,Romania,"$20,000 - $40,000",False,True,False,False,False,False,False,False,False,False,False,
4622,United States,United States,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,True,False,
4623,France,France,Student / Unemployed,True,False,False,False,False,False,True,True,False,False,True,
4624,Germany,Germany,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,False,
4625,United States,United States,Rather not say,True,False,False,True,True,True,False,False,False,False,False,"Bash, Awk"
4626,United States,United States,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,False,False,
4627,Israel,Israel,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4628,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,"CoffeeScript, AngularJS, GruntJS"
4629,United States,United States,"$100,000 - $120,000",False,False,False,True,True,False,False,False,False,False,False,Scala
4630,Australia,Australia,Student / Unemployed,False,False,True,True,False,False,False,True,True,False,True,
4631,United Kingdom,United Kingdom,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,False,"ADF, BPEL"
4632,India,India,,False,False,False,False,False,False,False,False,False,False,False,
4633,Canada,Canada,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
4634,United States,United States,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,
4635,Brazil,Brazil,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
4636,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4637,United Kingdom,United Kingdom,">$140,000",False,False,False,True,False,False,False,False,True,False,False,
4638,France,France,"$80,000 - $100,000",True,True,False,False,False,False,False,False,True,False,True,
4639,United States,United States,,False,True,True,False,False,False,False,False,True,False,False,
4640,United States,United States,"$60,000 - $80,000",False,False,True,False,True,True,False,True,False,False,True,
4641,United States,United States,">$140,000",False,False,False,False,True,True,False,False,False,True,True,
4642,Canada,Canada,,False,False,False,False,False,False,False,False,False,False,False,
4643,Guatemala,Guatemala,Rather not say,False,False,True,False,True,False,False,True,False,False,True,Perl
4644,United States,United States,">$140,000",False,False,False,True,True,False,False,False,False,True,True,
4645,United States,United States,">$140,000",False,False,False,True,False,False,False,False,False,False,False,Scala
4646,Romania,Romania,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4647,Denmark,Denmark,"$40,000 - $60,000",True,True,False,False,False,False,False,False,True,False,False,
4648,Canada,Canada,"$100,000 - $120,000",False,False,True,True,True,True,False,False,True,False,True,
4649,Israel,Israel,"$120,000 - $140,000",False,False,False,False,True,True,True,False,True,False,True,
4650,United States,United States,"$120,000 - $140,000",False,False,False,False,True,False,True,False,False,True,False,
4651,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,Perl
4652,Mexico,Mexico,"<$20,000",False,False,False,True,False,False,False,False,False,True,True,
4653,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,False,False,False,True,ColdFusion
4654,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,
4655,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,
4656,United Kingdom,United Kingdom,"<$20,000",True,True,False,True,True,True,True,True,False,False,False,
4657,Romania,Romania,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4658,Canada,Canada,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,
4659,Germany,Germany,,False,False,False,True,True,False,False,False,False,False,True,
4660,United Kingdom,United Kingdom,"$80,000 - $100,000",False,False,False,False,True,False,False,False,True,False,True,
4661,United States,United States,"$40,000 - $60,000",True,False,True,True,True,False,False,False,True,False,False,
4662,Sweden,Sweden,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
4663,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
4664,United States,United States,"$80,000 - $100,000",False,False,True,True,True,False,False,False,True,False,True,dojo
4665,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,False,
4666,New Zealand,New Zealand,Rather not say,False,False,False,False,True,False,False,True,False,False,False,
4667,Romania,Romania,Rather not say,False,False,False,True,True,False,False,True,False,False,True,
4668,Brazil,Brazil,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,
4669,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,True,False,False,True,
4670,United States,United States,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4671,United States,United States,">$140,000",False,False,False,False,True,False,False,False,False,False,True,Coldfusion
4672,United States,United States,Rather not say,False,False,True,True,True,False,False,False,False,False,True,
4673,United States,United States,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,False,False,"asp.net, html, css"
4674,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,"CSS, HTML"
4675,Australia,Australia,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,False,False,Groovy
