,Country,Age,Income,C,C++,C#,Java,JavaScript,jQuery,JQuery,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
5098,United States of America,30-34,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,True,True,False,True,
5099,United States of America,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,True,"Peoplesoft, Excel"
5100,Canada,25-29,,True,False,False,True,False,False,False,False,False,False,True,False,False,
5101,United Kingdom,25-29,"$60,000 - $80,000",False,True,False,False,True,True,False,False,False,True,False,True,True,Matlab
5102,Other Europe,20-24,Rather not say,True,False,False,True,False,False,False,False,True,False,False,False,True,
5103,India,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,False,False,True,False,
5104,United Kingdom,40-50,"$100,000 - $120,000",False,True,True,False,False,False,False,False,False,False,False,False,True,
5105,United States of America,20-24,"$20,000 - $40,000",False,False,False,False,True,True,False,False,True,False,False,False,True,VB.NET
5106,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,False,False,True,False,True,False,False,True,False,False,"AngularJS, Google App Engine"
5107,Other Europe,30-34,"$60,000 - $80,000",False,False,True,True,False,False,False,False,False,False,False,False,True,
5108,United States of America,30-34,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
5109,United States of America,< 20,Student / Unemployed,True,False,False,True,False,False,False,False,False,False,False,False,False,"lua , forth"
5110,North America (Other),20-24,"$40,000 - $60,000",False,True,False,False,False,False,False,False,False,False,False,False,False,
5111,India,30-34,,True,False,False,False,False,False,False,False,False,False,False,False,False,
5112,Other Europe,25-29,"$20,000 - $40,000",False,True,False,False,False,False,False,False,False,False,False,False,False,
5113,United States of America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5114,United Kingdom,30-34,"$80,000 - $100,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
5115,Italy,30-34,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5116,Netherlands,35-39,,False,False,False,True,False,False,False,False,True,False,False,False,False,
5117,United States of America,20-24,"$40,000 - $60,000",False,False,True,True,False,False,False,False,False,True,True,True,False,
5118,United States of America,25-29,,False,False,False,True,True,True,False,False,False,False,False,False,True,
5119,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5120,United States of America,30-34,,False,False,True,False,False,False,False,False,False,False,False,False,True,
5121,Netherlands,35-39,"$20,000 - $40,000",False,False,False,False,False,True,False,False,False,True,False,False,True,
5122,Middle East,25-29,"$80,000 - $100,000",True,False,True,True,True,True,False,True,False,True,False,False,True,
5123,Canada,30-34,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
5124,United States of America,35-39,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5125,United States of America,30-34,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,False,False,False,
5126,United States of America,20-24,"$80,000 - $100,000",False,False,False,False,True,True,False,False,False,False,False,False,True,
5127,United States of America,30-34,"$80,000 - $100,000",True,False,True,False,True,True,False,False,False,False,False,False,False,
5128,Russia,25-29,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5129,Germany,< 20,Student / Unemployed,False,False,True,False,True,True,False,True,False,True,False,False,True,
5130,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5131,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5132,United States of America,35-39,"$80,000 - $100,000",False,False,False,True,False,False,False,False,False,False,False,True,False,scala
5133,United Kingdom,40-50,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,True,False,False,True,
5134,United States of America,30-34,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,False,False,False,False,
5135,United States of America,30-34,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
5136,India,30-34,,False,False,False,True,True,True,False,False,False,False,False,False,True,
5137,United Kingdom,35-39,,False,True,True,False,False,False,False,False,False,False,False,False,False,
5138,United Kingdom,35-39,"$100,000 - $120,000",False,True,True,True,True,True,False,False,False,False,False,True,False,
5139,United States of America,25-29,"$80,000 - $100,000",True,True,True,True,True,True,False,False,False,False,True,False,True,
5140,United Kingdom,35-39,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5141,India,30-34,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,False,False,False,
5142,United Kingdom,30-34,"$60,000 - $80,000",False,False,True,False,False,True,False,False,False,False,True,False,True,
5143,Germany,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5144,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5145,United States of America,20-24,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
5146,Netherlands,25-29,Rather not say,False,False,True,False,False,False,False,False,False,True,False,False,False,APEX
5147,Other Europe,25-29,Student / Unemployed,True,False,False,True,False,False,False,False,False,False,False,False,False,
5148,Italy,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,False,True,False,False,
5149,United States of America,30-34,"$40,000 - $60,000",False,False,True,True,True,True,False,False,True,True,False,False,True,
5150,India,25-29,Rather not say,False,False,True,False,False,True,False,False,False,False,False,False,True,
5151,Other Europe,40-50,,False,False,True,False,True,True,False,True,False,True,False,False,True,
5152,United Kingdom,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5153,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5154,United Kingdom,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,True,False,False,Shell
5155,United States of America,25-29,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,False,False,True,
5156,Netherlands,40-50,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,
5157,Other Europe,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
5158,Russia,30-34,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5159,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5160,Other Europe,30-34,"$100,000 - $120,000",False,False,False,True,True,False,False,False,False,False,False,False,False,Go
5161,Netherlands,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5162,United Kingdom,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5163,United States of America,20-24,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,True,True,False,True,
5164,United Kingdom,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5165,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,True,True,False,False,False,False,False,False,True,
5166,Canada,25-29,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
5167,Other Europe,35-39,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
5168,Other Europe,< 20,Rather not say,True,False,False,False,True,True,False,False,True,False,False,False,False,
5169,United States of America,25-29,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5170,Other Europe,25-29,"<$20,000",False,False,False,True,False,False,False,False,True,False,False,False,False,Android
5171,Netherlands,40-50,"$80,000 - $100,000",False,False,True,True,True,True,False,False,False,False,False,False,False,
5172,Germany,35-39,Rather not say,False,True,False,True,True,False,False,False,True,False,False,False,False,
5173,United States of America,25-29,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5174,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5175,Netherlands,25-29,"$40,000 - $60,000",True,False,True,False,True,False,False,False,True,True,False,False,True,
5176,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5177,United Kingdom,30-34,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5178,South America,25-29,,False,True,False,False,True,False,False,False,True,True,False,False,True,
5179,United Kingdom,30-34,,False,True,False,False,False,False,False,False,False,False,False,False,False,
5180,Other Europe,35-39,"$20,000 - $40,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
5181,Other Europe,25-29,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
5182,Other Asia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5183,Other Europe,20-24,"$60,000 - $80,000",False,False,True,True,False,True,False,False,False,False,False,False,True,
5184,Middle East,20-24,,False,False,False,True,False,False,False,False,False,False,False,False,False,
5185,United States of America,30-34,"$100,000 - $120,000",False,True,True,False,True,False,False,False,False,False,False,False,False,
5186,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5187,Other Europe,25-29,"<$20,000",False,False,False,True,False,False,False,False,True,False,False,False,True,
5188,Germany,30-34,"$120,000 - $140,000",True,True,False,True,False,False,False,False,False,False,False,False,False,
5189,Other Europe,20-24,,True,False,False,True,False,False,False,False,False,False,True,False,False,
5190,United States of America,40-50,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,False,False,VB6
5191,Germany,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5192,North America (Other),30-34,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5193,United Kingdom,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5194,United States of America,30-34,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5195,Netherlands,30-34,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,True,False,False,False,
5196,Other Europe,40-50,"$120,000 - $140,000",True,True,False,False,False,False,False,False,False,False,True,True,False,
5197,Russia,30-34,,False,False,False,True,True,True,False,True,False,False,False,False,True,
5198,Other Europe,30-34,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
5199,Russia,20-24,"$20,000 - $40,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
5200,Other Europe,35-39,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,False,False,"Powershell, VBScript"
5201,United Kingdom,30-34,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,False,False,False,flex
5202,Germany,35-39,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,True,False,False,False,Delphi
5203,Other Europe,25-29,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,
5204,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,True,True,False,True,
5205,United Kingdom,25-29,,False,True,True,True,False,False,False,False,True,False,False,False,False,
5206,India,20-24,"<$20,000",True,True,False,True,False,False,False,False,True,False,False,False,False,
5207,Germany,30-34,Rather not say,False,False,True,False,False,False,False,False,False,False,False,False,False,
5208,Netherlands,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
5209,United Kingdom,20-24,Rather not say,False,False,False,False,False,False,False,False,False,False,True,False,True,
5210,India,20-24,"<$20,000",True,True,False,False,False,False,False,False,True,False,False,False,False,
5211,Netherlands,< 20,Student / Unemployed,False,False,True,True,False,False,False,False,False,False,False,False,False,VB.NET
5212,Other Europe,35-39,"$100,000 - $120,000",False,True,False,False,False,False,False,False,False,False,True,False,False,
5213,South America,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,True,Shellscript
5214,India,20-24,"<$20,000",True,True,False,False,True,True,False,True,False,True,False,False,True,
5215,India,< 20,Student / Unemployed,True,True,False,False,False,False,False,False,False,False,False,False,False,
5216,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5217,United States of America,51-60,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5218,Germany,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
5219,Russia,20-24,"<$20,000",False,False,False,False,True,True,False,True,False,False,False,True,False,"angularjs, git"
5220,Netherlands,40-50,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5221,United Kingdom,30-34,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,True,False,False,True,
5222,India,25-29,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,True,False,
5223,France,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5224,Russia,25-29,"<$20,000",False,False,False,False,True,False,False,False,False,False,False,False,False,
5225,Other Europe,40-50,"$100,000 - $120,000",False,True,False,True,False,False,False,False,False,False,False,False,True,
5226,Russia,25-29,Rather not say,False,True,True,False,False,False,False,False,False,False,False,False,False,
5227,India,25-29,"<$20,000",True,False,False,True,True,False,False,False,False,False,False,False,True,
5228,Middle East,35-39,,False,False,True,False,True,True,False,False,False,True,False,False,False,
5229,United Kingdom,35-39,Rather not say,True,False,False,True,False,False,False,False,False,False,False,False,False,Ada
5230,Netherlands,35-39,"$80,000 - $100,000",False,False,False,True,True,True,False,False,True,True,False,False,True,
5231,Other Europe,30-34,,False,False,True,False,True,False,False,False,False,False,False,False,False,
5232,Mexico,40-50,"$20,000 - $40,000",False,False,False,False,False,False,False,False,True,False,False,True,False,
5233,Germany,30-34,"<$20,000",False,False,True,False,True,True,False,False,False,False,True,False,False,
5234,United States of America,51-60,"$120,000 - $140,000",False,False,True,False,False,False,False,False,True,False,True,False,False,
5235,Canada,51-60,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5236,Netherlands,40-50,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,True,False,False,R
5237,Other Europe,20-24,,False,False,False,True,True,True,False,False,False,False,False,True,False,
5238,Other Europe,20-24,"$20,000 - $40,000",False,False,True,True,True,True,False,False,False,True,False,False,True,MATLAB
5239,Other Europe,40-50,,False,False,False,True,True,True,False,False,True,False,True,False,True,
5240,Germany,51-60,"$40,000 - $60,000",True,True,True,True,True,False,False,False,False,True,False,False,True,
5241,Other Europe,35-39,"$120,000 - $140,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
5242,Other Europe,25-29,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,
5243,India,20-24,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,
5244,India,30-34,"$40,000 - $60,000",False,False,True,False,False,False,False,False,True,False,True,False,True,
5245,Netherlands,30-34,"$60,000 - $80,000",False,False,False,True,True,True,False,False,False,False,False,False,False,
5246,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5247,United States of America,25-29,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
5248,Germany,35-39,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,False,False,False,False,
5249,Germany,20-24,Rather not say,False,False,False,False,False,False,False,True,False,True,False,False,True,
5250,Other Europe,40-50,"$20,000 - $40,000",False,True,True,False,True,False,False,False,False,True,True,False,True,
5251,United States of America,25-29,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,False,False,
5252,United Kingdom,25-29,Rather not say,False,False,False,False,True,True,False,False,False,True,False,False,True,
5253,Other Europe,25-29,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
5254,Russia,20-24,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,False,False,False,"CoffeeScript, MonoTouch"
5255,Other Europe,25-29,">$140,000",True,True,True,True,False,False,False,False,False,False,True,False,False,
5256,United Kingdom,35-39,"$80,000 - $100,000",True,True,False,False,False,False,False,False,False,False,True,False,False,VHDL
5257,Other Europe,20-24,Student / Unemployed,True,True,True,True,False,False,False,False,False,False,True,False,True,Matlab
5258,Other Europe,30-34,"$60,000 - $80,000",False,False,False,True,True,True,False,True,False,False,True,False,False,
5259,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5260,Middle East,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5261,United Kingdom,20-24,Rather not say,False,False,False,True,True,True,False,False,False,False,True,False,True,
5262,Other Europe,35-39,"<$20,000",False,False,True,False,True,True,False,False,False,True,False,False,False,
5263,India,20-24,Rather not say,False,False,False,False,False,True,False,False,False,True,False,False,True,
5264,Germany,30-34,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5265,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5266,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5267,United Kingdom,35-39,">$140,000",True,True,True,False,False,False,False,False,False,False,False,False,True,
5268,Other Europe,30-34,"$60,000 - $80,000",False,False,True,True,True,True,False,False,False,False,True,False,True,
5269,United Kingdom,40-50,"$100,000 - $120,000",True,False,False,False,False,False,False,False,False,False,True,False,False,Perl
5270,United Kingdom,40-50,Rather not say,True,True,True,False,False,False,False,False,False,False,False,False,False,"Perl, Delphi"
5271,Other Europe,25-29,"$100,000 - $120,000",False,False,False,True,True,True,False,False,False,True,False,True,True,
5272,Netherlands,35-39,Rather not say,False,True,True,True,False,False,False,False,False,False,False,False,True,
5273,Other Europe,40-50,"$60,000 - $80,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
5274,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5275,Other Asia,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5276,South America,25-29,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,False,True,False,True,
5277,United Kingdom,35-39,,False,False,True,False,False,False,False,False,False,False,False,False,False,
5278,United Kingdom,40-50,">$140,000",False,False,True,False,False,False,False,False,False,False,False,True,True,
5279,Russia,25-29,Student / Unemployed,False,True,False,False,False,False,False,False,False,False,False,False,True,"Pawn, AS3"
5280,Russia,30-34,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
5281,United Kingdom,30-34,"$120,000 - $140,000",False,False,False,False,True,True,False,True,False,False,True,False,False,
5282,Middle East,25-29,"$20,000 - $40,000",False,False,True,True,False,False,False,False,False,False,False,False,True,"vb.net, j2me, aspx"
5283,Netherlands,30-34,Rather not say,True,False,False,False,False,False,False,False,False,False,True,False,False,
5284,United Kingdom,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5285,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5286,Middle East,30-34,"$20,000 - $40,000",False,False,True,True,False,False,False,False,False,False,False,False,False,
5287,United Kingdom,35-39,,False,False,False,False,False,False,False,False,True,False,False,False,False,
5288,Australia,40-50,Rather not say,False,False,True,True,False,False,False,False,False,False,False,False,False,
5289,India,25-29,,False,False,True,False,True,True,False,False,False,False,False,False,True,
5290,Other Europe,30-34,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
5291,Germany,20-24,"<$20,000",False,True,True,False,True,False,False,False,False,False,False,False,False,
5292,Other Europe,< 20,,True,False,False,True,False,False,False,False,False,True,True,False,False,
5293,Other Europe,20-24,Rather not say,False,False,False,False,True,True,False,False,False,True,False,False,True,
5294,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5295,Other Europe,20-24,,False,True,False,False,True,True,False,False,False,False,True,False,False,Lua
5296,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,False,False,False,
5297,Other Europe,20-24,"$20,000 - $40,000",False,False,False,False,False,True,False,False,True,True,False,False,True,
5298,France,30-34,Rather not say,False,False,False,False,False,False,False,False,True,True,False,False,False,
5299,Germany,30-34,"$20,000 - $40,000",False,True,False,False,True,True,False,False,False,False,True,False,False,
5300,India,25-29,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,True,"CSS, HTML, CMS"
5301,Other Europe,35-39,"$60,000 - $80,000",False,False,False,True,True,True,False,False,False,False,True,False,True,
5302,France,30-34,"$100,000 - $120,000",False,False,False,False,True,True,False,False,False,False,False,True,False,
5303,Other Europe,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5304,India,30-34,"$20,000 - $40,000",True,False,False,True,False,False,False,False,True,False,False,False,False,
5305,United States of America,30-34,,False,True,False,True,True,False,False,False,False,True,False,False,False,
5306,United Kingdom,30-34,"$40,000 - $60,000",True,True,False,False,True,True,False,False,False,False,False,True,False,
5307,United Kingdom,20-24,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
5308,United Kingdom,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5309,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5310,Other Asia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5311,Africa,30-34,"$20,000 - $40,000",False,False,False,True,False,True,False,False,False,True,True,False,False,
5312,Germany,35-39,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,True,True,False,
5313,United Kingdom,20-24,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
5314,Italy,40-50,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,True,False,False,True,
5315,Other Europe,25-29,,False,False,True,False,True,True,False,False,False,False,False,False,False,
5316,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5317,Central America,25-29,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,False,True,VB.NET
5318,Other Europe,25-29,Rather not say,False,True,True,False,False,False,False,False,False,False,False,False,True,
5319,United Kingdom,25-29,Rather not say,False,False,True,False,True,True,False,False,False,False,False,False,True,
5320,Other Europe,20-24,"$60,000 - $80,000",False,False,True,True,True,True,False,False,False,True,False,False,True,
5321,United States of America,25-29,"$60,000 - $80,000",False,False,True,True,True,True,False,False,False,False,True,False,False,
5322,Other Europe,30-34,Student / Unemployed,False,False,True,False,True,True,False,False,False,False,True,False,True,
5323,France,30-34,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
5324,Australia,< 20,Rather not say,True,True,False,False,True,False,False,False,True,True,False,False,False,BASH
5325,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5326,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5327,Germany,30-34,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5328,United Kingdom,40-50,"$80,000 - $100,000",True,True,False,False,False,False,False,False,False,False,True,False,False,Fortran
5329,Russia,20-24,"$20,000 - $40,000",False,True,False,True,False,False,False,False,False,False,False,False,True,
5330,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5331,Germany,30-34,"$120,000 - $140,000",False,True,True,False,False,False,False,False,False,False,False,False,False,Mathematica
5332,United Kingdom,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,False,
5333,United Kingdom,40-50,"$60,000 - $80,000",False,True,False,False,True,True,False,False,False,True,True,False,True,
5334,United Kingdom,30-34,"$80,000 - $100,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
5335,United Kingdom,20-24,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5336,Other Europe,25-29,"$120,000 - $140,000",False,False,False,True,True,True,False,False,True,False,True,False,False,
5337,Russia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5338,Other Europe,30-34,,False,True,False,True,True,True,False,False,False,False,False,False,True,
5339,Germany,25-29,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5340,Other Europe,30-34,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,False,True,False,
5341,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5342,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5343,Other Europe,25-29,"$60,000 - $80,000",False,False,True,True,True,True,False,True,False,False,False,False,True,
5344,Other Europe,25-29,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
5345,Netherlands,25-29,"$20,000 - $40,000",True,False,False,False,True,False,False,False,False,True,False,False,True,
5346,United Kingdom,20-24,"$40,000 - $60,000",True,True,True,False,False,False,False,True,False,False,False,False,True,
5347,Germany,40-50,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,True,False,False,True,ABAP
5348,United Kingdom,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,True,vb.net
5349,Other Europe,35-39,,False,False,False,True,False,False,False,False,False,False,False,True,False,
5350,Netherlands,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5351,Other Europe,35-39,">$140,000",False,False,False,True,True,True,False,False,True,False,False,False,True,
5352,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5353,Other Europe,40-50,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,False,False,False,Visual Dataflex
5354,India,20-24,Rather not say,False,False,False,True,False,False,False,False,False,False,False,False,False,
5355,Other Asia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5356,Germany,25-29,,False,True,True,True,False,False,False,False,True,False,False,False,False,
5357,Netherlands,51-60,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5358,India,30-34,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5359,United Kingdom,35-39,">$140,000",True,True,False,False,False,False,False,False,False,False,True,False,False,
5360,India,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,False,
5361,France,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5362,India,20-24,"<$20,000",False,False,False,False,False,False,False,False,False,True,False,False,False,
5363,Netherlands,30-34,"$60,000 - $80,000",False,False,True,True,True,True,False,True,False,False,False,False,False,Coffeescript
5364,Other Europe,20-24,"<$20,000",False,False,False,True,False,True,False,False,False,False,False,False,True,
5365,United Kingdom,25-29,Rather not say,False,False,False,False,True,True,False,True,False,False,False,False,False,
5366,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5367,United Kingdom,< 20,Rather not say,False,True,False,True,False,False,False,False,True,False,False,False,True,
5368,India,25-29,,True,True,True,True,True,True,False,False,False,True,True,False,True,
5369,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5370,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5371,Other Asia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5372,Germany,20-24,Student / Unemployed,False,False,True,True,True,False,False,True,False,True,True,False,True,
5373,United States of America,20-24,,False,False,False,False,True,True,False,False,False,False,True,False,False,
5374,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5375,Other Europe,20-24,,False,False,True,False,False,False,False,False,False,True,False,False,True,
5376,United Kingdom,35-39,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,False,False,False,Freepascal and Lazarus IDE
5377,United Kingdom,35-39,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5378,Africa,30-34,,False,False,False,False,True,True,False,False,False,True,False,False,True,
5379,India,25-29,"$40,000 - $60,000",False,False,False,True,False,True,False,True,False,False,True,True,False,
5380,Other Europe,35-39,"$100,000 - $120,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5381,United Kingdom,25-29,Rather not say,False,False,False,False,False,False,False,False,False,False,False,False,False,Erlang
5382,Germany,30-34,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,False,False,
5383,United Kingdom,25-29,Rather not say,False,False,True,True,True,True,False,False,True,False,False,True,False,
5384,France,20-24,"$40,000 - $60,000",False,True,False,False,False,False,False,False,False,False,False,False,False,
5385,India,25-29,"<$20,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
5386,United Kingdom,20-24,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,True,False,True,
5387,Other Europe,20-24,Rather not say,False,False,False,False,True,True,False,False,False,True,False,False,True,"HTML, CSS"
5388,United Kingdom,25-29,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,True,False,False,True,Visual Basic
5389,Italy,20-24,Rather not say,True,True,False,True,True,True,False,False,False,False,True,False,True,
